"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
991359	19349	0	0	81501492	FIRST MISSOURI BANK OF SEMO	500 INDEPENDENCE 	KENNETT	MO	63857	041	2025-10-27T13:24:17
991555	4678	10789	0	101111953	CITIZENS NATIONAL BANK, THE	417 COMMERCIAL STREET 	GREENLEAF	KS	66943	051	2025-10-16T09:56:08
991621	823	0	13361	51402233	CITIZENS BANK AND TRUST COMPANY	126 SOUTH MAIN STREET 	BLACKSTONE	VA	23824	041	2025-10-28T14:00:33
991854	17138	0	0	103112743	PEOPLES STATE BANK	117 EAST MAIN STREET 	BLAIR	OK	73526	051	2025-10-21T16:11:17
992851	8942	0	0	91306137	STOCK GROWERS BANK	331 MAIN STREET SOUTH 	FORMAN	ND	58032	051	2026-01-12T17:54:16
993250	5384	0	0	104904442	FIRST COMMUNITY BANK	201 MAIN STREET 	BEEMER	NE	68716	051	2025-11-07T07:00:54
994435	58	0	13590	62102098	UNITED BANK	200 EAST NASHVILLE AVENUE 	ATMORE	AL	36502	051	2025-10-29T15:09:18
994770	30152	0	4853	271172615	MILFORD BUILDING AND LOAN ASSOCIATION, SB	131 EAST JONES STREET 	MILFORD	IL	609530000	051	2025-10-10T15:08:59
995076	22134	0	0	124302325	CACHE VALLEY BANK	101 NORTH MAIN STREET 	LOGAN	UT	84321	041	2025-10-11T13:10:32
995272	30155	704859	4859	231372400	HATBORO FEDERAL SAVINGS	221 SOUTH YORK ROAD 	HATBORO	PA	19040	051	2025-10-27T10:53:37
995517	16970	0	0	42102788	PEOPLES BANK OF KENTUCKY, INC.	106 SOUTH MAIN CROSS STREET 	FLEMINGSBURG	KY	41041	051	2025-10-29T14:00:24
995571	32532	0	8396	261291247	SOUTH GEORGIA BANK	401 SOUTH VETERANS BOULEVARD 	GLENNVILLE	GA	30427	041	2025-10-29T11:30:12
995674	29858	0	4215	241271795	SSB COMMUNITY BANK	152 N WOOSTER AVENUE 	STRASBURG	OH	44680	051	2025-10-10T15:45:08
995955	18892	15168	0	111301614	KRESS NATIONAL BANK	US HIGHWAY 87 AND WEST 4TH STREET 	KRESS	TX	79052	051	2025-10-15T13:30:16
996260	19416	0	0	122210406	CTBC BANK CORP. (USA)	801 SOUTH FIGUEROA STREET, SUITE 2300 	LOS ANGELES	CA	90017	041	2025-10-29T16:21:55
997155	10906	0	0	101103275	BALDWIN STATE BANK, THE	721 HIGH STREET 	BALDWIN CITY	KS	66006	051	2025-10-23T13:24:50
997557	8383	0	0	91308164	FIRST STATE BANK OF HARVEY	700 LINCOLN AVENUE 	HARVEY	ND	58341	051	2026-02-11T11:41:46
997847	14660	0	0	75909204	BANK OF PRAIRIE DU SAC	555 PARK AVENUE 	PRAIRIE DU SAC	WI	53578	041	2025-10-24T10:43:31
998358	4693	0	0	101103547	HOWARD STATE BANK	100 SOUTH WABASH 	HOWARD	KS	67349	051	2026-02-04T14:32:41
998648	12162	0	0	83902727	ELKTON BANK & TRUST COMPANY	30 PUBLIC SQUARE 	ELKTON	KY	42220	051	2025-10-29T16:14:04
998657	4054	0	0	103104353	FARMERS BANK, THE	31 WEST MAIN STREET 	CARNEGIE	OK	73015	051	2025-10-28T16:19:57
998844	16265	0	15434	73922005	PEOPLES BANK	1230 VALLEY DRIVE 	ROCK VALLEY	IA	512470158	051	2025-10-27T16:21:04
999935	1700	0	12840	64204774	FIRST CENTURY BANK	1780 NORTH BROAD STREET 	TAZEWELL	TN	37879	041	2025-11-05T15:00:03
1000052	12241	0	0	104913161	WASHINGTON COUNTY BANK	1523 WASHINGTON STREET 	BLAIR	NE	68008	051	2025-10-21T10:34:03
1000276	26393	0	1219	211870142	PITTSFIELD CO-OPERATIVE BANK	70 SOUTH STREET 	PITTSFIELD	MA	01201	051	2025-10-30T16:29:34
1000641	13107	0	0	74902082	CITIZENS STATE BANK OF NEW CASTLE	1238 BROAD STREET 	NEW CASTLE	IN	47362	051	2025-10-29T14:47:46
1000856	12432	0	0	101102933	BAXTER STATE BANK, THE	1401 MILITARY AVENUE 	BAXTER SPRINGS	KS	66713	041	2025-11-12T17:29:21
1000959	8824	0	0	91902036	EAGLE BANK	2 SOUTH FRANKLIN 	GLENWOOD	MN	56334	041	2025-10-16T11:00:06
1001059	15324	0	0	91916161	SECURITY BANK & TRUST COMPANY	735 11TH ST. E. 	GLENCOE	MN	55336	051	2025-10-20T17:14:42
1001152	19629	0	0	114902528	INTERNATIONAL BANK OF COMMERCE	1200 SAN BERNARDO STREET 	LAREDO	TX	78040	041	2025-10-28T16:11:16
1001639	19008	0	15641	71908160	PARKWAY BANK AND TRUST COMPANY	4800 NORTH HARLEM AVENUE 	HARWOOD HEIGHTS	IL	60706	041	2025-10-23T15:06:46
1001648	12383	0	0	81906013	CARROLLTON BANK	315 SIXTH STREET 	CARROLLTON	IL	62016	041	2025-10-28T14:46:41
1001853	14488	0	0	81905593	CITIZENS BANK	100 CIRCLE DRIVE 	NEW HAVEN	MO	63068	041	2025-10-23T17:25:25
1002373	26455	0	3996	211371311	SAVERS CO-OPERATIVE BANK	270 MAIN STREET 	SOUTHBRIDGE	MA	01550	051	2025-10-30T17:09:16
1002458	12722	0	0	111103281	SICILY ISLAND STATE BANK	5TH & NEWMAN 	SICILY ISLAND	LA	71368	051	2025-10-29T16:56:57
1002878	28178	0	1067	243374218	NORTHWEST BANK	100 LIBERTY STREET 	WARREN	PA	16365	041	2026-03-27T13:53:23
1002953	4624	0	0	101112635	AMERICAN BANK OF BAXTER SPRINGS	1201 MILITARY AVENUE 	BAXTER SPRINGS	KS	66713	051	2025-10-20T10:45:25
1003455	17636	0	0	101102344	ASTRA BANK	323 4TH STREET 	SCANDIA	KS	66966	051	2025-10-24T16:23:42
1003558	10962	0	0	91211170	GRAND RAPIDS STATE BANK	523 1ST AVENUE NW 	GRAND RAPIDS	MN	55744	041	2025-10-07T09:27:13
1003839	17388	0	0	65400483	M C BANK & TRUST COMPANY	1201 BRASHEAR AVENUE 	MORGAN CITY	LA	703802000	051	2025-10-28T16:05:08
1003950	10597	0	0	101902201	TBO BANK	113 EAST SOUTH FRONT STREET 	ORRICK	MO	64077	051	2025-10-30T19:07:27
1004256	16110	0	0	104113550	BUTTE STATE BANK	510 THAYER STREET 	BUTTE	NE	68722	051	2025-10-27T13:37:41
1004470	26523	0	0	211371926	BANKHOMETOWN	31 SUTTON AVENUE 	OXFORD	MA	01540	051	2025-10-28T10:36:24
1005075	29874	704241	4241	272471182	DEARBORN FEDERAL SAVINGS BANK	22315 MICHIGAN AVENUE 	DEARBORN	MI	48124	051	2025-10-28T11:09:01
1005552	15038	0	0	101104164	VALLEY STATE BANK, THE	502 NORTH MERCHANT 	BELLE PLAINE	KS	67013	051	2025-10-22T07:54:54
1005655	15820	0	0	91205199	RED RIVER STATE BANK	300 2ND AVE. W. 	HALSTAD	MN	56548	041	2026-01-15T11:45:08
1005851	18820	0	0	104113372	CEDAR RAPIDS STATE BANK	213 WEST MAIN STREET 	CEDAR RAPIDS	NE	68627	051	2026-02-03T14:02:43
1006148	14209	0	15309	73911676	FARMERS STATE BANK	1240 8TH AVENUE 	MARION	IA	52302	051	2025-10-27T12:46:54
1006157	8214	0	0	91014652	FARMERS STATE BANK OF HAMEL	145 HAMEL ROAD 	HAMEL	MN	55340	051	2025-10-29T21:11:09
1006513	21161	0	0	42101271	BANK OF THE BLUEGRASS AND TRUST CO.	101 EAST HIGH STREET 	LEXINGTON	KY	405074990	051	2026-01-28T10:41:06
1006559	21897	0	0	81003275	BANK STAR	1999 WEST OSAGE STREET 	PACIFIC	MO	63069	051	2025-10-27T12:04:18
1006652	11792	0	0	111101319	FRANKLIN STATE BANK & TRUST COMPANY	802 PRAIRIE STREET 	WINNSBORO	LA	712950940	041	2025-10-21T16:34:55
1007015	15815	0	0	42100146	CENTRAL BANK & TRUST COMPANY	300 W. VINE ST./KINCAID TOWERS 	LEXINGTON	KY	40507	041	2026-02-13T10:01:29
1007051	4556	0	0	81504266	TPNB BANK	118 NORTH MAIN STREET 	PARIS	MO	65275	051	2025-10-24T10:40:48
1007154	22139	0	0	111102596	PROGRESSIVE BANK	1411 NORTH 19TH STREET 	MONROE	LA	71201	051	2025-10-22T10:27:19
1007417	7658	324	0	31912785	FIRST NATIONAL BANK & TRUST COMPANY OF NEWTOWN	40 SOUTH STATE STREET 	NEWTOWN	PA	18940	051	2025-10-21T11:41:18
1007734	22205	0	0	61211427	BARWICK BANKING COMPANY	2020 EAST MAIN STREET 	BARWICK	GA	31720	041	2025-10-27T14:23:46
1007752	10561	0	0	91210375	ARCADIAN BANK	601 N BROADWAY 	HARTLAND	MN	56042	051	2025-10-21T12:15:32
1007819	11868	0	0	31303129	FIDELITY DEPOSIT AND DISCOUNT BANK, THE	NORTH BLAKELY & WEST DRINKER STREETS 	DUNMORE	PA	18512	051	2025-10-29T14:54:13
1007873	30260	0	5066	226072472	CROSS COUNTY SAVINGS BANK	7921 METROPOLITAN AVE. 	MIDDLE VILLAGE	NY	11379	051	2026-01-28T10:11:39
1007930	11746	0	0	71113751	IROQUOIS FARMERS STATE BANK	111 WEST LINCOLN AVENUE 	IROQUOIS	IL	60945	051	2025-10-08T15:28:53
1007958	14581	0	0	104903579	CLARKSON BANK	243 PINE STREET 	CLARKSON	NE	68629	051	2025-10-24T17:07:42
1008076	28222	0	1168	231270858	HADDON SAVINGS BANK	201 WHITE HORSE PIKE 	HADDON HEIGHTS	NJ	08035	051	2025-10-28T09:49:50
1008151	17410	0	0	101107404	BENDENA STATE BANK	933 FRIENDSHIP ROAD 	BENDENA	KS	66008	051	2025-10-17T12:51:35
1008209	2496	1214	0	11102638	NATIONAL IRON BANK, THE	195 MAIN STREET 	SALISBURY	CT	06068	051	2026-01-29T15:23:07
1008450	8323	0	0	104906880	COMMUNITY STATE BANK	102 SPRUCE STREET 	COLON	NE	68018	051	2025-10-28T15:28:57
1008553	15741	0	0	91301815	COMMERCIAL BANK OF MOTT	325 BROWN AVENUE 	MOTT	ND	58646	051	2025-10-27T13:07:48
1008674	26620	0	14595	211372404	READING CO-OPERATIVE BANK	180 HAVEN STREET 	READING	MA	01867	051	2025-11-07T13:09:31
1008955	11409	0	0	91204103	VALLEY PREMIER BANK	416 6TH ST. 	HAWLEY	MN	56549	051	2025-10-08T09:55:39
1009242	10618	0	0	101916307	BTC BANK	3606 MILLER STREET 	BETHANY	MO	64424	051	2025-10-29T13:13:02
1009354	4705	0	0	101000925	SECURITY BANK OF KANSAS CITY	701 MINNESOTA AVENUE 	KANSAS CITY	KS	66101	041	2025-10-30T18:57:52
1009756	10907	0	0	101101879	GUARANTY STATE BANK AND TRUST COMPANY	201 SOUTH MILL STREET 	BELOIT	KS	67420	051	2025-10-29T10:32:45
1009840	13736	0	13736	73914550	MAYNARD SAVINGS BANK	310 WEST MAIN STREET 	MAYNARD	IA	50655	041	2025-10-20T15:50:30
1010015	10266	0	0	44208936	CITIZENS BANK COMPANY, THE	5TH STREET & ULLMAN STREET 	BEVERLY	OH	45715	051	2025-10-14T17:42:59
1010574	29878	0	0	271974017	AMERICAN COMMUNITY BANK OF INDIANA	7880 WICKER AVENUE 	SAINT JOHN	IN	46373	051	2025-10-14T10:10:39
1011432	6786	9610	11246	51501671	MOUNTAIN VALLEY BANK, N.A.	317 DAVIS AVENUE 	ELKINS	WV	26241	051	2025-10-24T15:55:19
1011526	17735	14807	11051	51904524	CITY NATIONAL BANK OF WEST VIRGINIA	3601 MACCORKLE AVE, SE 	CHARLESTON	WV	25304	041	2025-10-29T16:12:36
1011638	5694	0	14892	61203655	PRIMESOUTH BANK	3473 WEST HIGHWAY 84 	BLACKSHEAR	GA	31516	051	2025-10-30T16:38:17
1011656	10160	23457	0	91905716	VERSABANK USA, NATIONAL ASSOCIATION	580 MAIN STREET 	HOLDINGFORD	MN	56340	051	2025-10-30T16:38:47
1011852	17589	0	0	104106965	CULBERTSON BANK	318 TAYLOR AVE 	CULBERTSON	NE	69024	041	2025-10-08T10:44:48
1011955	15472	0	0	91301132	FIRST UNITED BANK	503 BRIGGS AVENUE SOUTH 	PARK RIVER	ND	58270	051	2025-10-21T14:24:25
1012251	11559	0	0	111904150	FIRST STATE BANK AND TRUST COMPANY	110 WEST PANOLA STREET 	CARTHAGE	TX	756332632	051	2025-10-28T14:58:30
1012457	9120	0	0	91302717	ROLETTE STATE BANK	209 MAIN STREET 	ROLETTE	ND	58366	051	2025-10-22T14:43:47
1013070	26555	0	4396	211371285	ONELOCAL BANK	11 CENTRAL STREET 	NORWOOD	MA	02062	041	2025-10-24T12:30:39
1013650	10919	0	0	101107446	STATE BANK OF BERN	402 MAIN STREET 	BERN	KS	66408	051	2025-10-30T09:34:47
1013744	16363	0	0	73922063	CAPRA BANK	955 WASHINGTON STREET. SUITE 107 	DUBUQUE	IA	52001	051	2025-10-28T11:37:24
1014059	4076	0	0	103104298	SOUTHWEST BANK OF WEATHERFORD	720 EAST MAIN 	WEATHERFORD	OK	73096	051	2025-10-10T16:04:23
1014125	9023	0	10239	57001418	BANK OF CHARLES TOWN	111 E WASHINGTON STREET 	CHARLES TOWN	WV	25414	051	2026-02-06T13:48:50
1014246	14694	0	12610	73914864	CEDAR VALLEY BANK & TRUST	321 MAIN STREET 	LA PORTE CITY	IA	50651	051	2025-10-15T12:32:33
1014255	10200	0	0	91208031	STATE BANK OF JEFFERS	102 E. WHITED ST. 	JEFFERS	MN	56145	051	2025-10-22T15:13:55
1014376	30270	0	5086	265270138	CITIZENS SAVINGS BANK	1725 SULLIVAN DRIVE 	BOGALUSA	LA	70427	051	2025-11-21T14:35:49
1014451	10647	0	0	104903692	AMERICAN EXCHANGE BANK	151 NORTH 4TH STREET 	ELMWOOD	NE	68349	051	2025-10-27T16:22:30
1014554	9121	0	0	91303871	STATE BANK OF BOTTINEAU	105 11TH STREET EAST 	BOTTINEAU	ND	58318	051	2025-10-23T12:09:05
1014657	14546	0	0	81502637	NEW ERA BANK	101 SOUTH MINE LAMOTTE 	FREDERICKTOWN	MO	63645	041	2025-10-17T14:50:07
1014853	4707	0	0	101102108	CITIZENS BANK OF KANSAS	300 NORTH MAIN 	KINGMAN	KS	67068	051	2025-10-28T18:01:56
1015252	12259	0	0	112201836	LEA COUNTY STATE BANK	1017 NORTH TURNER 	HOBBS	NM	88240	041	2025-10-29T19:09:44
1015270	29881	704255	4255	274970649	HOME BANK SB	59 WEST WASHINGTON STREET 	MARTINSVILLE	IN	46151	051	2025-11-25T16:07:16
1015458	5175	0	0	91208154	GLOBAL INNOVATIONS BANK	101 NORTH MAIN STREET 	KIESTER	MN	56051	051	2025-10-27T16:48:41
1015560	24387	24440	0	26010948	INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION	1185 AVENUE OF AMERICAS, 16TH FLOOR 	NEW YORK	NY	10036	041	2025-10-28T15:54:48
1015841	23189	0	10076	73922458	COMMUNITY BANK & TRUST COMPANY	2609 2ND AVENUE 	MUSCATINE	IA	52761	051	2025-10-28T12:39:15
1015850	15443	0	0	91910196	LAKE ELMO BANK	11465 39TH STREET NORTH 	LAKE ELMO	MN	550420457	051	2025-10-24T15:45:46
1016174	28277	701283	1283	281972931	OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION	2 EAST COLUMBIA STREET 	FARMINGTON	MO	63640	051	2025-11-11T11:06:34
1016231	4931	0	12534	64202268	MOUNTAIN COMMERCE BANK	6101 KINGSTON PIKE 	KNOXVILLE	TN	37919	041	2026-02-27T09:17:39
1016259	16402	0	0	101104928	BENNINGTON STATE BANK, THE	2130 SOUTH OHIO 	SALINA	KS	67401	051	2025-10-24T13:48:57
1016558	14096	0	0	104902800	GENERATIONS BANK	139 SOUTH EXETER 	EXETER	NE	68351	051	2025-10-27T13:17:15
1016718	291	0	0	42105484	JACKSON COUNTY BANK	1ST STREET & MAIN STREET 	MC KEE	KY	40447	051	2025-10-14T08:07:38
1016848	12220	0	0	101903938	COUNTY BANK	116 WEST BROADWAY 	BRUNSWICK	MO	65236	041	2025-10-21T15:27:31
1016857	20161	0	0	112201289	CITIZENS BANK OF LAS CRUCES	505 S. MAIN STREET, LORETTO CENTER #5 	LAS CRUCES	NM	88001	051	2025-10-30T17:13:51
1017425	11860	0	0	41210053	KILLBUCK SAVINGS BANK COMPANY, THE	165 NORTH MAIN STREET 	KILLBUCK	OH	44637	051	2025-10-30T10:48:36
1017555	8535	0	0	91911001	FIRST COMMUNITY BANK	500 CENTRAL AVENUE 	LESTER PRAIRIE	MN	55354	051	2025-11-04T12:14:31
1017564	10330	0	0	111908512	COMMERCIAL STATE BANK	1045 NORTH INTERSTATE 45 	PALMER	TX	75152	051	2025-10-15T11:07:34
1017854	17629	0	0	101111490	FARMERS STATE BANK OF BLUE MOUND, THE	205 SOUTH FIFTH 	BLUE MOUND	KS	66010	051	2025-10-21T17:17:07
1017939	16889	0	10976	53201186	UNITED COMMUNITY BANK	200 EAST CAMPERDOWN WAY 	GREENVILLE	SC	29601	041	2025-10-30T10:41:44
1017957	10976	20448	0	91901891	CENTER NATIONAL BANK	301 N. RAMSEY AVENUE 	LITCHFIELD	MN	55355	051	2025-10-23T10:56:04
1018927	57633	0	0	325182289	1ST SECURITY BANK OF WASHINGTON	6920 220TH STREET SOUTHWEST 	MOUNTLAKE TERRACE	WA	98043	051	2025-10-28T18:48:01
1157415	27074	0	0	111017458	STATE BANK OF TEXAS	111 WEST JOHN CARPENTER FREEWAY 	IRVING	TX	75039	051	2025-10-30T14:25:47
1160509	27118	0	14997	62203890	PREMIER BANK OF THE SOUTH	101 1ST AVENUE NW 	CULLMAN	AL	35055	051	2025-10-14T14:50:48
1162017	27132	0	0	121141495	UNITED SECURITY BANK	2126 INYO STREET 	FRESNO	CA	93721	051	2025-10-30T12:38:59
1163283	27153	713138	13138	61103739	CITIZENS BANK AND TRUST, INC.	12255 SOUTH MAIN STREET 	TRENTON	GA	30752	051	2025-10-21T15:42:03
1169650	27267	0	0	26011484	AMERASIA BANK	41-04 /41-06 MAIN STREET 	FLUSHING	NY	11355	051	2025-10-23T10:24:03
1176881	32574	0	0	311993330	MONET BANK	6000 LEGACY DRIVE 	PLANO	TX	750243601	041	2026-02-19T18:22:54
1176920	27201	0	0	103101589	COMMUNITY STATE BANK	525 N. MAIN STREET 	HENNESSEY	OK	73742	051	2025-10-28T12:37:01
1187001	27210	0	0	103000703	INTERBANK	4921 NORTH MAY AVENUE 	OKLAHOMA CITY	OK	73112	041	2025-10-20T15:19:28
1187551	27219	0	0	83901896	INDEPENDENT CORRESPONDENT BANKERS' BANK, INC.	107 PROGRESS DRIVE 	FRANKFORT	KY	40601	051	2025-10-22T10:48:11
1188772	27211	0	11231	64103671	FIRST COMMUNITY BANK OF TENNESSEE	207 ELM STREET 	SHELBYVILLE	TN	37160	041	2025-10-27T17:56:03
1188987	27233	0	0	62203942	PEOPLES INDEPENDENT BANK	121 BILLY B. DYAR BLVD. 	BOAZ	AL	35957	041	2026-02-09T12:19:46
1190476	27237	0	0	81006162	ENTERPRISE BANK & TRUST	150 NORTH MERAMEC 	CLAYTON	MO	63105	041	2025-10-30T12:39:54
1191352	27254	0	11737	61204052	WAYCROSS BANK & TRUST	501 TEBEAU STREET 	WAYCROSS	GA	315013653	051	2025-10-27T17:07:56
1216022	27314	715044	15044	124085008	SYNCHRONY BANK	170 ELECTION ROAD, SUITE 125 	DRAPER	UT	84020	031	2026-01-30T12:00:28
1218446	27351	0	0	101104805	BANKERS' BANK OF KANSAS	555 NORTH WOODLAWN BLVD, BLDG 5 	WICHITA	KS	67208	051	2025-10-27T16:21:30
1222519	27381	0	12211	62203955	FIRST METRO BANK	406 WEST AVALON AVENUE 	MUSCLE SHOALS	AL	35661	051	2025-10-29T12:08:35
1222948	27362	0	15188	71114763	PRAIRIE STATE BANK & TRUST	3751 WEST WABASH 	SPRINGFIELD	IL	62711	041	2025-10-28T11:46:51
1225752	27409	0	0	81006201	COMMERCIAL BANK	2330 WEST PORT PLAZA DRIVE 	SAINT LOUIS	MO	63146	051	2025-10-23T14:18:14
1225761	27389	21099	0	122402421	WELLS FARGO NATIONAL BANK WEST	4455 SPRING MOUNTAIN ROAD 	LAS VEGAS	NV	89102	031	2025-10-30T19:26:50
1225798	27385	0	11726	236074855	PORT RICHMOND SAVINGS	2522 EAST ALLEGHENY AVENUE 	PHILADELPHIA	PA	19134	051	2025-10-28T16:01:59
1228034	27394	0	0	103102106	FIRST BANK & TRUST COMPANY	923 WEST MAIN STREET 	DUNCAN	OK	73533	051	2025-10-29T14:44:17
1293078	27398	0	0	111916656	PEOPLES BANK	35 SOUTH PLAZA 	PARIS	TX	75460	051	2025-10-22T14:31:09
1369870	27479	21882	0	11060262	FIRST FINANCIAL TRUST NATIONAL ASSOCIATION	380 WASHINGTON STREET 	WELLESLEY	MA	02481	051	2025-10-28T10:44:39
1386251	27476	0	0	103003632	BANCFIRST	100 N. BROADWAY AVE 	OKLAHOMA CITY	OK	73102	041	2025-11-05T15:50:09
1387203	26891	0	0	291971391	LIBERTY BANK MINNESOTA	2842 2ND STREET SOUTH 	SAINT CLOUD	MN	56301	051	2025-10-28T16:13:14
1387605	32647	0	8567	273970682	NORTHWEST BANK	705 GRAND AVENUE 	SPENCER	IA	51301	051	2025-10-28T17:48:39
1391778	27499	0	0	31101282	COMENITY BANK	ONE RIGHTER PARKWAY 	WILMINGTON	DE	19803	041	2025-11-13T15:12:34
1394621	27510	0	17438	62204019	METRO BANK	800 MARTIN STREET SOUTH 	PELL CITY	AL	35128	051	2026-01-29T15:21:16
1394676	27471	25151	0	124071889	AMERICAN EXPRESS NATIONAL BANK	115 WEST TOWNE RIDGE PARKWAY 	SANDY	UT	84070	031	2025-12-18T18:11:01
1396764	27503	0	0	26011921	BERKSHIRE BANK, THE	4 EAST 39TH STREET 	NEW YORK	NY	10016	051	2025-10-29T08:00:28
1397471	91280	0	0	82001687	BANK OF LITTLE ROCK	200 NORTH STATE STREET 	LITTLE ROCK	AR	72201	051	2025-10-24T11:30:36
1402384	27560	0	0	62204022	NORTH ALABAMA BANK	13914 HIGHWAY 231-431 NORTH 	HAZEL GREEN	AL	35750	051	2025-11-03T15:57:46
1404481	27496	0	16498	53202114	BANK OF THE LOWCOUNTRY	1100 NORTH JEFFERIES BLVD 	WALTERBORO	SC	29488	051	2025-10-23T11:09:47
1404883	27556	0	0	71005254	BURLING BANK	141 WEST JACKSON BOULEVARD 	CHICAGO	IL	60604	051	2025-10-29T13:08:44
1414819	32718	0	13285	67011456	HELM BANK USA	999 BRICKELL AVENUE 	MIAMI	FL	33131	041	2025-10-24T08:42:36
1418255	32908	0	0	322286489	TUSTIN COMMUNITY BANK	13891 NEWPORT AVENUE, SUITE 100 	TUSTIN	CA	92780	051	2025-10-29T00:53:15
1429028	34456	0	0	111302600	KEYSTONE BANK, SSB	13715 EAST LADERA BOULEVARD 	BEE CAVE	TX	78738	051	2025-10-29T17:27:13
1435092	34014	22807	0	111317569	TEXAS NATIONAL BANK	400 EAST BROADWAY 	SWEETWATER	TX	79556	051	2025-10-30T14:49:59
1436204	32779	0	0	121141877	BANK OF MARIN	504 TAMALPAIS DRIVE 	CORTE MADERA	CA	94925	041	2025-10-28T17:54:53
1443266	25178	24077	0	121141822	BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION	555 CALIFORNIA STREET 	SAN FRANCISCO	CA	94104	031	2025-10-29T12:05:40
1444021	32961	22121	0	121045122	BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION	400 HOWARD STREET 	SAN FRANCISCO	CA	94105	031	2025-10-29T09:58:39
1445943	32912	0	0	42104168	WHITAKER BANK, INC	2001 PLEASANT RIDGE DRIVE 	LEXINGTON	KY	40509	041	2025-10-27T15:22:26
1447639	32941	0	0	112017619	WESTSTAR BANK	601 NORTH MESA STREET, SUITE 1100 	EL PASO	TX	79901	051	2025-10-29T18:36:13
1456501	32992	24908	0	26014630	MORGAN STANLEY BANK, N.A.	201 SOUTH MAIN STREET, 5TH FLOOR 	SALT LAKE CITY	UT	84111	031	2025-10-30T14:12:43
1458608	32974	0	9265	265070435	GULF COAST BANK AND TRUST COMPANY	200 ST. CHARLES STREET 	NEW ORLEANS	LA	70130	041	2025-11-03T14:13:18
1459717	33005	0	0	81025198	FCB BANKS	800 BELTLINE ROAD 	COLLINSVILLE	IL	62234	041	2025-10-27T12:48:53
1459735	33009	0	0	31100872	COUNTY BANK	19927 SHUTTLE ROAD SUITE A1 	REHOBOTH BEACH	DE	19971	051	2025-10-29T15:46:38
1459799	33010	0	16315	61103849	FIRST PEOPLES BANK	105 CHIPLEY STREET 	PINE MOUNTAIN	GA	31822	051	2025-10-28T16:43:54
1462986	33013	23006	0	122086944	ASIAN PACIFIC NATIONAL BANK	333 WEST VALLEY BOULEVARD 	SAN GABRIEL	CA	91776	051	2025-10-22T18:50:25
1469677	33119	0	0	42102160	HERITAGE BANK, INC.	456 COMMONWEALTH AVENUE 	ERLANGER	KY	41018	051	2025-10-29T11:42:05
1470150	33131	22351	0	291271305	FIRST FARMERS & MERCHANTS NATIONAL BANK	114 SOUTH PARK STREET 	FAIRMONT	MN	56031	041	2025-10-24T11:37:07
1474309	32968	0	0	62104070	BANK47	202 NORTH POWELL STREET 	UNION SPRINGS	AL	36089	051	2025-10-15T07:52:34
1479470	33136	0	0	31302528	WOODLANDS BANK	2450 EAST THIRD STREET 	WILLIAMSPORT	PA	17701	051	2025-10-30T14:14:53
1481745	33204	0	0	91905680	PREMIER BANK MINNESOTA	101 EAST 10TH STREET 	HASTINGS	MN	55033	051	2025-10-27T11:23:38
1492817	18474	0	0	101102564	FIRST KANSAS BANK	101 NORTH MAIN STREET 	HOISINGTON	KS	67544	041	2025-10-30T15:14:39
1493319	33103	708857	8857	321071161	GATEWAY BANK, F.S.B.	388 9TH STREET 	OAKLAND	CA	94607	051	2026-02-02T19:08:49
1494482	33183	0	0	125108175	SOUND BANKING COMPANY	6107 LAKE GROVE STREET SOUTHWEST 	LAKEWOOD	WA	98499	051	2025-10-17T17:41:26
1494914	33188	0	0	26011963	SHINHAN BANK AMERICA	475 PARK AVENUE SOUTH, 4TH FLOOR 	NEW YORK	NY	10016	041	2025-10-30T15:03:35
1629903	27102	23250	0	271250087	ASSOCIATED TRUST COMPANY, NATIONAL ASSOCIATION	815 NORTH WATER STREET 	MILWAUKEE	WI	53202	041	2025-10-28T16:17:50
1718188	33216	0	0	125200934	NORTHRIM BANK	3111 C STREET 	ANCHORAGE	AK	99503	031	2025-10-29T19:31:38
1718469	33111	708876	8876	107089335	COLORADO FEDERAL SAVINGS BANK	8400 EAST PRENTICE AVENUE, SUITE 840 	GREENWOOD VILLAGE	CO	80111	041	2025-10-30T16:54:08
1820979	33239	22281	0	41248863	TRUST COMPANY OF TOLEDO, NATIONAL ASSOCIATION, THE	1630 TIMBERWOLF DR 	HOLLAND	OH	43528	041	2025-10-28T08:31:43
1836701	33380	0	0	104000469	ENTERPRISE BANK	525 N 132ND STREET 	OMAHA	NE	68154	051	2025-10-17T15:47:17
1842065	33306	0	0	71006486	CIBC BANK USA	120 SOUTH LA SALLE STREET 	CHICAGO	IL	60603	041	2025-11-20T17:06:33
1863097	33418	22210	0	11701987	LEDYARD NATIONAL BANK	320 MAIN STREET 	NORWICH	VT	05055	041	2025-10-30T10:26:42
1864197	33457	0	0	121142119	OAK VALLEY COMMUNITY BANK	125 NORTH THIRD AVENUE 	OAKDALE	CA	95361	041	2025-10-28T22:34:35
